model_family,source_model,selection_split,roc_auc,pr_auc,precision,recall,f1,threshold,tn,fp,fn,tp
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.71,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.72,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.73,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.74,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.75,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.76,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.77,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.78,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.79,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.8,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.81,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.82,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.83,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.84,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.85,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.86,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.87,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.88,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.89,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.9,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.91,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.92,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.93,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.94,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.95,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.96,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.97,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.98,42403,0,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.99,42403,0,3724,0
